section_type,section_name,sr_no,office_memorandum_no,title,date,pdf_label,pdf_size,pdf_url,local_pdf_path,page_url
Current,Procurement Policy/O.M,66,F.No.13/1/2022-PPD,"Training Programs on Public Procurement for Government officers at Arun Jaitley National Institute of Financial Management, Faridabad",14/01/2022,Download,858.09 KB,https://doe.gov.in/files/circulars_document/Training_Programs_on_Public_Procurement_for_Government_officers_at_Arun_Jaitley.pdf,pdfs/Current_sr66_Training_Programs_on_Public_Procurement_for_Government_officers_at_Arun_Jaitley.pdf,https://doe.gov.in/orders-circulars/459?page=6
Current,Procurement Policy/O.M,67,F.DPE/7(4)/2017-Fin,Department of Public Enterprises circular on General Instructions on Procurement and Project Management,07/01/2022,Download,3.7 MB,https://doe.gov.in/files/circulars_document/Department_of_Public_Enterprises_circular.pdf,pdfs/Current_sr67_Department_of_Public_Enterprises_circular.pdf,https://doe.gov.in/orders-circulars/459?page=6
Current,Procurement Policy/O.M,68,F.4/1/2021-PPD,Relaxation on Global  Tender Enquiry  under Rule 161 iv of  General Financial  Rules 2017 for  procurement of  Medical Devices,06/01/2022,Download,2.32 MB,https://doe.gov.in/files/circulars_document/Relaxation_on_Global_Tender_Enquiry_under_Rule_161_iv_of_General_Financial_Rules_2017_for_procurement_of_Medical_Devices_0.pdf,pdfs/Current_sr68_Relaxation_on_Global_Tender_Enquiry_under_Rule_161_iv_of_General_Financial_Rules_2017_for_procurement_of_Medical_Devices_0.pdf,https://doe.gov.in/orders-circulars/459?page=6
Current,Procurement Policy/O.M,69,F.9/4/2020-PPD,Performance Security,30/12/2021,Download,5.42 MB,https://doe.gov.in/files/circulars_document/Performance_Security_0.pdf,pdfs/Current_sr69_Performance_Security_0.pdf,https://doe.gov.in/orders-circulars/459?page=6
Current,Procurement Policy/O.M,70,F.1/20/2018-PPD,Guidelines on Debarment of firms from Bidding,02/11/2021,Download,2.3 MB,https://doe.gov.in/files/circulars_document/Guidelines_on_Debarment_of_firms_from_Bidding.pdf,pdfs/Current_sr70_Guidelines_on_Debarment_of_firms_from_Bidding.pdf,https://doe.gov.in/orders-circulars/459?page=6
Current,Procurement Policy/O.M,71,F.1/1/2021-PPD,General Instructions on Procurement and Project Management,29/10/2021,Download,2.51 MB,https://doe.gov.in/files/circulars_document/General_Instructions_on_Procurement_and_Project_Management.pdf,pdfs/Current_sr71_General_Instructions_on_Procurement_and_Project_Management.pdf,https://doe.gov.in/orders-circulars/459?page=7
Current,Procurement Policy/O.M,72,F.1/9/2021-PPD,Insertion of Rule 227A in General Financial Rules 2017-Arbitration Awards,29/10/2021,Download,133.09 KB,https://doe.gov.in/files/circulars_document/Insertion_of_Rule_227A_in_General_Financial_Rules_2017-Arbitration_Awards.pdf,pdfs/Current_sr72_Insertion_of_Rule_227A_in_General_Financial_Rules_2017-Arbitration_Awards.pdf,https://doe.gov.in/orders-circulars/459?page=7
Current,Procurement Policy/O.M,73,-,Model Tender Document for Procurement of Non Consultancy Services,29/10/2021,Download,8.43 MB,https://doe.gov.in/files/circulars_document/Model_Tender_Document_for_Procurement_of_Non_Consultancy_Services.pdf,pdfs/Current_sr73_Model_Tender_Document_for_Procurement_of_Non_Consultancy_Services.pdf,https://doe.gov.in/orders-circulars/459?page=7
Current,Procurement Policy/O.M,74,-,Model Tender Document for Procurement of Goods,29/10/2021,Download,7.56 MB,https://doe.gov.in/files/circulars_document/Model_Tender_Document_for_Procurement_of_Goods.pdf,pdfs/Current_sr74_Model_Tender_Document_for_Procurement_of_Goods.pdf,https://doe.gov.in/orders-circulars/459?page=7
Current,Procurement Policy/O.M,75,F.4/1/2021-PPD,Global Tender Enquiry under Rule 161 iv of the General Financial Rules 2017,01/09/2021,Download,115.85 KB,https://doe.gov.in/files/circulars_document/Global_Tender_Enquiry_under_Rule_161_iv_of_GFR_2017.pdf,pdfs/Current_sr75_Global_Tender_Enquiry_under_Rule_161_iv_of_GFR_2017.pdf,https://doe.gov.in/orders-circulars/459?page=7
Current,Procurement Policy/O.M,76,F.1/26/2018-PPD,Amendment in Rule 149 of General Financial Rules 2017 - Procurement of Automobiles through Government e Marketplace,09/08/2021,Download,52.76 KB,https://doe.gov.in/files/circulars_document/Revised_Consolidated_Instructions_regarding_GTE_under_Rule_161_iv_of_GFR_2017_0.pdf,pdfs/Current_sr76_Revised_Consolidated_Instructions_regarding_GTE_under_Rule_161_iv_of_GFR_2017_0.pdf,https://doe.gov.in/orders-circulars/459?page=7
Current,Procurement Policy/O.M,77,F.4/1/2021-PPD,Revised Consolidated Instructions regarding Global Tender Enquiry under Rule 161 iv of General Financial Rules 2017 upto Rs 200 crore,03/08/2021,Download,3.39 MB,https://doe.gov.in/files/circulars_document/Revised_Consolidated_Instructions_regarding_GTE_under_Rule_161_iv_of_GFR_2017.pdf,pdfs/Current_sr77_Revised_Consolidated_Instructions_regarding_GTE_under_Rule_161_iv_of_GFR_2017.pdf,https://doe.gov.in/orders-circulars/459?page=7
Current,Procurement Policy/O.M,78,F.1/7/2021-PPD2,Amendment to Manual for Procurement of Consultancy and Other Services 2017,02/08/2021,Download,199.85 KB,https://doe.gov.in/files/circulars_document/Amendment_to_Manual_for_Procurement_of_Consultancy_and_Other_Services_2017.pdf,pdfs/Current_sr78_Amendment_to_Manual_for_Procurement_of_Consultancy_and_Other_Services_2017.pdf,https://doe.gov.in/orders-circulars/459?page=7
Current,Procurement Policy/O.M,79,F.1/8/2021-PPD,Advance payment to recharge pre-paid meters for the electricity usage in Government offices,29/07/2021,Download,99.47 KB,https://doe.gov.in/files/circulars_document/Advance_payment_to_recharge_pre-paid_meters_for_the_electricity_usage.pdf,pdfs/Current_sr79_Advance_payment_to_recharge_pre-paid_meters_for_the_electricity_usage.pdf,https://doe.gov.in/orders-circulars/459?page=7
Current,Procurement Policy/O.M,80,F.7/12/2021-PPD-I,Projects funded by Multilateral Development Banks or Bilateral Funding Agencies : applicability of procurement guidelines,27/07/2021,Download,127.45 KB,https://doe.gov.in/files/circulars_document/applicability_of_procurement_guidelines.pdf,pdfs/Current_sr80_applicability_of_procurement_guidelines.pdf,https://doe.gov.in/orders-circulars/459?page=7
Current,Procurement Policy/O.M,81,F.4/1/2021-PPD,Consolidated instructions regarding Global Tender Enquiry under Rule 161 iv of General Financial Rules 2017 upto Rs 200 crore,30/06/2021,Download,2.34 MB,https://doe.gov.in/files/circulars_document/Consolidated_instructions_Global_Tender_Enquiry_under_Rule_161_iv_2017.pdf,pdfs/Current_sr81_Consolidated_instructions_Global_Tender_Enquiry_under_Rule_161_iv_2017.pdf,https://doe.gov.in/orders-circulars/459?page=8
Current,Procurement Policy/O.M,82,F.6/14/2020-PPD,Procurement of Goods and Services through Government e-Marketplace,11/06/2021,Download,994.28 KB,https://doe.gov.in/files/circulars_document/Procurement_of_Goods_and_Services_through_Government_e-Marketplace.pdf,pdfs/Current_sr82_Procurement_of_Goods_and_Services_through_Government_e-Marketplace.pdf,https://doe.gov.in/orders-circulars/459?page=8
Current,Procurement Policy/O.M,83,F.4/1/2021-PPD,Relaxation on Global Tender Enquiry under Rule 161 iv of General Financial Rules 2017,11/06/2021,Download,1.04 MB,https://doe.gov.in/files/circulars_document/Relaxation_on_Global_Tender_Enquiry_under_Rule_161_iv.pdf,pdfs/Current_sr83_Relaxation_on_Global_Tender_Enquiry_under_Rule_161_iv.pdf,https://doe.gov.in/orders-circulars/459?page=8
Current,Procurement Policy/O.M,84,F.20/34/2021-PPD,Restrictions under Rule 144 xi of General Financial Rules 2017 - clarification,09/06/2021,Download,76.06 KB,https://doe.gov.in/files/circulars_document/Restrictions_under_Rule_144_xi_of_General_Financial_Rules_2017.pdf,pdfs/Current_sr84_Restrictions_under_Rule_144_xi_of_General_Financial_Rules_2017.pdf,https://doe.gov.in/orders-circulars/459?page=8
Current,Procurement Policy/O.M,85,F.6/18/2019-PPD,Relaxation of certain provisions to meet emergency purchases-reg,07/05/2021,Download,406.72 KB,https://doe.gov.in/files/circulars_document/Relaxation_of_certain_provisions_to_meet_emergency_purchases_reg.pdf,pdfs/Current_sr85_Relaxation_of_certain_provisions_to_meet_emergency_purchases_reg.pdf,https://doe.gov.in/orders-circulars/459?page=8
Current,Procurement Policy/O.M,86,F.6/18/2019-PPD,Special Instructions relating to relief operations for COVID-19 Global Pendemic-Procurement by Indian Missions,27/04/2021,Download,66.88 KB,https://doe.gov.in/files/circulars_document/relief_operations_COVID-19_Global_Pendemic.pdf,pdfs/Current_sr86_relief_operations_COVID-19_Global_Pendemic.pdf,https://doe.gov.in/orders-circulars/459?page=8
Current,Procurement Policy/O.M,87,F.6/18/2019-PPD,Special Instructions relating to relief operations for COVID-19 Global Pendemic,24/04/2021,Download,152.66 KB,https://doe.gov.in/files/circulars_document/Special_instructions_relating_to_relief_operations_for_COVID-19_0.pdf,pdfs/Current_sr87_Special_instructions_relating_to_relief_operations_for_COVID-19_0.pdf,https://doe.gov.in/orders-circulars/459?page=8
Current,Procurement Policy/O.M,88,F.4/1/2021-PPD,Relaxations on Global Tender Enquiry under Rule 161 iv of General Financial Rules 2017,05/04/2021,Download,91.71 KB,https://doe.gov.in/files/circulars_document/GTE_Rule_161iv_of_GFR_2017.pdf,pdfs/Current_sr88_GTE_Rule_161iv_of_GFR_2017.pdf,https://doe.gov.in/orders-circulars/459?page=8
Current,Procurement Policy/O.M,89,F.4/1/2021-PPD,Relaxation on Global Tender Enquiry under Rule 161 iv of General Financial Rules 2017,12/03/2021,Download,1.47 MB,https://doe.gov.in/files/circulars_document/Relaxation_Rule_161iv_GFR_2017.pdf,pdfs/Current_sr89_Relaxation_Rule_161iv_GFR_2017.pdf,https://doe.gov.in/orders-circulars/459?page=8
Current,Procurement Policy/O.M,90,F.1/11/2019-PPD,Seeking inputs from stakeholders on Draft Model Request for Proposals Document for procurement of Non Consultancy Services,05/03/2021,Download,2.91 MB,https://doe.gov.in/files/circulars_document/Non_Consultancy_Services.pdf,pdfs/Current_sr90_Non_Consultancy_Services.pdf,https://doe.gov.in/orders-circulars/459?page=8
Current,Procurement Policy/O.M,91,No.F.12/1/2021-PPD(pt.),Restrictions under Rule 144 xi of the General Financial Rules 2017,02/03/2021,Download,81.37 KB,https://doe.gov.in/files/circulars_document/144xi_GFR_2017.pdf,pdfs/Current_sr91_144xi_GFR_2017.pdf,https://doe.gov.in/orders-circulars/459?page=9
Current,Procurement Policy/O.M,92,F.13/10/2019-PPD,Online Training Programs on Public Procurement for Government Officers at Arun Jaitley National Institute of Financial Management Faridabad,01/03/2021,Download,470.66 KB,https://doe.gov.in/files/circulars_document/Arun_Jaitley_National_Institute_Financial_Management_Faridabad.pdf,pdfs/Current_sr92_Arun_Jaitley_National_Institute_Financial_Management_Faridabad.pdf,https://doe.gov.in/orders-circulars/459?page=9
Current,Procurement Policy/O.M,93,F.1/16/2020-PPD,Manual for Procurement of Goods - 2017,11/02/2021,Download,97.34 KB,https://doe.gov.in/files/circulars_document/Manual_Procurement_of_Goods_2017.pdf,pdfs/Current_sr93_Manual_Procurement_of_Goods_2017.pdf,https://doe.gov.in/orders-circulars/459?page=9
Current,Procurement Policy/O.M,94,No.F.12/1/2021-PPD(pt.),Restrictions under Rule 144 xi of the General Financial Rules 2017,08/02/2021,Download,124.55 KB,https://doe.gov.in/files/circulars_document/Restrictions_Rule_144xi_GFR_2017.pdf,pdfs/Current_sr94_Restrictions_Rule_144xi_GFR_2017.pdf,https://doe.gov.in/orders-circulars/459?page=9
Current,Procurement Policy/O.M,95,F.1/11/2019-PPD,Seeking inputs from Stakeholders on Draft Standard Bidding Documents for procurement of Goods,07/01/2021,Download,2.84 MB,https://doe.gov.in/files/circulars_document/Seeking_inputs_from_Stakeholders.pdf,pdfs/Current_sr95_Seeking_inputs_from_Stakeholders.pdf,https://doe.gov.in/orders-circulars/459?page=9
Current,Procurement Policy/O.M,96,No.F.6/18/2019-PPD,Procedures for payments for Goods Services to Sellers Service Providers in Government eMarketplace through PFMS and by non PFMS Agencies Entities NPAE reg,29/12/2020,Download,2.84 MB,https://doe.gov.in/files/circulars_document/GeM_through_PFMS_non_PFMS_Agencies_Entities_NPAE_reg_1_0.pdf,pdfs/Current_sr96_GeM_through_PFMS_non_PFMS_Agencies_Entities_NPAE_reg_1_0.pdf,https://doe.gov.in/orders-circulars/459?page=9
Current,Procurement Policy/O.M,97,F.20/38/2020-PPD,Global Tender Enquiry,18/11/2020,Download,323.22 KB,https://doe.gov.in/files/circulars_document/Global_Tender_Enquiry_0.pdf,pdfs/Current_sr97_Global_Tender_Enquiry_0.pdf,https://doe.gov.in/orders-circulars/459?page=9
Current,Procurement Policy/O.M,98,F.9/4/2020-PPD,Additional Performance Security in case of Abnormally Low Bids,12/11/2020,Download,1.01 MB,https://doe.gov.in/files/circulars_document/Additional_Performance_Security_ALBs.pdf,pdfs/Current_sr98_Additional_Performance_Security_ALBs.pdf,https://doe.gov.in/orders-circulars/459?page=9
Current,Procurement Policy/O.M,99,F.9/4/2020-PPD,Bid Security/ Earnest Money Deposit,12/11/2020,Download,916.1 KB,https://doe.gov.in/files/circulars_document/Bid_Security_Earnest_Money_Deposit.pdf,pdfs/Current_sr99_Bid_Security_Earnest_Money_Deposit.pdf,https://doe.gov.in/orders-circulars/459?page=9
Current,Procurement Policy/O.M,100,F.9/4/2020-PPD,Performance Security,12/11/2020,Download,1.01 MB,https://doe.gov.in/files/circulars_document/Performance_Security.pdf,pdfs/Current_sr100_Performance_Security.pdf,https://doe.gov.in/orders-circulars/459?page=9
Current,Procurement Policy/O.M,101,F.6/14/2020-PPD,Procurement of Goods & Services through Government e-Marketplace and outside GeM,23/10/2020,Download,85.69 KB,https://doe.gov.in/files/circulars_document/Procurement_Goods_Services_through_GeM_outside_GeM.pdf,pdfs/Current_sr101_Procurement_Goods_Services_through_GeM_outside_GeM.pdf,https://doe.gov.in/orders-circulars/459?page=10
Current,Procurement Policy/O.M,102,F.20/1/2020-PPD,Proposals seeking exemptions under Global Tender Enquiry,08/10/2020,Download,2.29 MB,https://doe.gov.in/files/circulars_document/Proposals_seeking_exemptions_under_Global_Tender_Enquiry.pdf,pdfs/Current_sr102_Proposals_seeking_exemptions_under_Global_Tender_Enquiry.pdf,https://doe.gov.in/orders-circulars/459?page=10
Current,Procurement Policy/O.M,103,F.20/1/2020-PPD,Global Tender Enquiry-Forwarding of Proposals,22/09/2020,Download,94.39 KB,https://doe.gov.in/files/circulars_document/GTE_Forwarding_of_Proposals.pdf,pdfs/Current_sr103_GTE_Forwarding_of_Proposals.pdf,https://doe.gov.in/orders-circulars/459?page=10
Current,Procurement Policy/O.M,104,F.20/1/2020-PPD,Global Tender Enquiry - Clarification,27/08/2020,Download,442.81 KB,https://doe.gov.in/files/circulars_document/GTE_Clarification.pdf,pdfs/Current_sr104_GTE_Clarification.pdf,https://doe.gov.in/orders-circulars/459?page=10
Current,Procurement Policy/O.M,105,F.6/18/2019-PPD,Clarification to order Public Procurement No 1 Dated 23 July 2020,24/07/2020,Download,659.4 KB,https://doe.gov.in/files/circulars_document/Clarification_to_order_public_Procurement_NO1_dtd_23_July_2020.pdf,pdfs/Current_sr105_Clarification_to_order_public_Procurement_NO1_dtd_23_July_2020.pdf,https://doe.gov.in/orders-circulars/459?page=10
Current,Procurement Policy/O.M,106,F.6/18/2019-PPD,Exclusion from restriction under Rule 144 xi of the General Financial Rules 2017,23/07/2020,Download,302.53 KB,https://doe.gov.in/files/circulars_document/Exclusion_from_restrictions_under_Rule_144_xi_of_the_General_Financial_Rules_2017.pdf,pdfs/Current_sr106_Exclusion_from_restrictions_under_Rule_144_xi_of_the_General_Financial_Rules_2017.pdf,https://doe.gov.in/orders-circulars/459?page=10
Current,Procurement Policy/O.M,107,F.6/18/2019-PPD,Insertion of Rule 144 xi in the General Financial Rules 2017,23/07/2020,Download,4.92 MB,https://doe.gov.in/files/circulars_document/OM_dated_23_07_2020.pdf,pdfs/Current_sr107_OM_dated_23_07_2020.pdf,https://doe.gov.in/orders-circulars/459?page=10
Current,Procurement Policy/O.M,108,F.18/13/2020-PPD,Advisory regarding turnover criteria in consultancy contracts,13/07/2020,Download,229.86 KB,https://doe.gov.in/files/circulars_document/Advisory_regarding_turnover_criteria_in_consultancy_contracts.pdf,pdfs/Current_sr108_Advisory_regarding_turnover_criteria_in_consultancy_contracts.pdf,https://doe.gov.in/orders-circulars/459?page=10
Current,Procurement Policy/O.M,109,F.18/14/2020-PD,Request for clarification on provision for startups and MSMEs,29/06/2020,Download,907.95 KB,https://doe.gov.in/files/circulars_document/Request_clarification_provision_startups_MSMEs.pdf,pdfs/Current_sr109_Request_clarification_provision_startups_MSMEs.pdf,https://doe.gov.in/orders-circulars/459?page=10
Current,Procurement Policy/O.M,110,F.18/15/2020-PPD,Clarification on the applicability of OMs dated 13.05.2020,25/06/2020,Download,1.49 MB,https://doe.gov.in/files/circulars_document/Clarification_applicability_OMsdtd13_05_2020.pdf,pdfs/Current_sr110_Clarification_applicability_OMsdtd13_05_2020.pdf,https://doe.gov.in/orders-circulars/459?page=10
Current,Procurement Policy/O.M,111,F.12/17/2019-PPD,Global Tender Equiry- GTE-clarification regarding applicability,28/05/2020,Download,134.57 KB,https://doe.gov.in/files/circulars_document/GTE.pdf,pdfs/Current_sr111_GTE.pdf,https://doe.gov.in/orders-circulars/459?page=11
Current,Procurement Policy/O.M,112,F.12/17/2019-PPD,Global Tender Equiry-GTE- clarification regarding relaxation,28/05/2020,Download,159.85 KB,https://doe.gov.in/files/circulars_document/GTE_clarification_regarding_relaxation.pdf,pdfs/Current_sr112_GTE_clarification_regarding_relaxation.pdf,https://doe.gov.in/orders-circulars/459?page=11
Current,Procurement Policy/O.M,113,F.12/17/2019-PPD,Amendment in General Financial Rules -GFRs- 2017 - Global Tender Enquiry,15/05/2020,Download,359.62 KB,https://doe.gov.in/files/circulars_document/Global_Tender_Enquiry.pdf,pdfs/Current_sr113_Global_Tender_Enquiry.pdf,https://doe.gov.in/orders-circulars/459?page=11
Current,Procurement Policy/O.M,114,F.18/4/2020-PPD,Force Majeure Clause - FMC,13/05/2020,Download,630.58 KB,https://doe.gov.in/files/circulars_document/FMC_0.pdf,pdfs/Current_sr114_FMC_0.pdf,https://doe.gov.in/orders-circulars/459?page=11
Current,Procurement Policy/O.M,115,F.18/4/2020-PPD,Performance Security in terms of Rule 171 of GFRs 2017- Guidelines regarding,13/05/2020,Download,554.17 KB,https://doe.gov.in/files/circulars_document/Performance_Security_Rule171_GFRs%202017_Guidelines_regarding.pdf,pdfs/Current_sr115_Performance_Security_Rule171_GFRs%202017_Guidelines_regarding.pdf,https://doe.gov.in/orders-circulars/459?page=11
Current,Procurement Policy/O.M,116,F.12/17/2019-PPD,Use of National Regulation or National Standard or Building codes in cases of Public Procurement in terms of Rule 144 -iii of GFR 2017,12/05/2020,Download,192.3 KB,https://doe.gov.in/files/circulars_document/Use_of_National_Regulation.pdf,pdfs/Current_sr116_Use_of_National_Regulation.pdf,https://doe.gov.in/orders-circulars/459?page=11
Current,Procurement Policy/O.M,117,F.6/18/2019-PPD,Special instructions relating to relief operations for COVID-19 Global Pandemic Extension- corrigendum regarding,10/05/2020,Download,304.1 KB,https://doe.gov.in/files/circulars_document/Special_instructions_relating_to_relief_operations_for_COVID-19.pdf,pdfs/Current_sr117_Special_instructions_relating_to_relief_operations_for_COVID-19.pdf,https://doe.gov.in/orders-circulars/459?page=11
Current,Procurement Policy/O.M,118,F.18/4/2020-PPD,Force Majeure Clause-FMC,19/02/2020,Download,77.64 KB,https://doe.gov.in/files/circulars_document/FMC.pdf,pdfs/Current_sr118_FMC.pdf,https://doe.gov.in/orders-circulars/459?page=11
Current,Procurement Policy/O.M,119,F.10/2/2019-PPD(pt),Amendment to Rule 153 of General Finance Rules -GFR- 2017,17/02/2020,Download,125.08 KB,https://doe.gov.in/files/circulars_document/Amendment_to_Rule153_of_GFR_2017.pdf,pdfs/Current_sr119_Amendment_to_Rule153_of_GFR_2017.pdf,https://doe.gov.in/orders-circulars/459?page=11
Current,Procurement Policy/O.M,120,F.12/17/2019-PPD,Predatory pricing / Abnormally Low Bids,06/02/2020,Download,113.73 KB,https://doe.gov.in/files/circulars_document/Predatory_pricing_Abnormally_Low_Bids.pdf,pdfs/Current_sr120_Predatory_pricing_Abnormally_Low_Bids.pdf,https://doe.gov.in/orders-circulars/459?page=11
Current,Procurement Policy/O.M,121,F.12/17/2019-PPD,Global Tenders,06/02/2020,Download,119.77 KB,https://doe.gov.in/files/circulars_document/Global_Tenders.pdf,pdfs/Current_sr121_Global_Tenders.pdf,https://doe.gov.in/orders-circulars/459?page=12
Current,Procurement Policy/O.M,122,F.6/15/2018-PPD,Clarification regarding function of Standing Committee on Government e-marketplace -ScoGeM vis-a-vis Rule 149 of General Financial Rules GFR,05/02/2020,Download,1.05 MB,https://doe.gov.in/files/circulars_document/Clarification_regarding_function_of_ScoGeM_vis-a-vis_Rule_149_of_GFR.pdf,pdfs/Current_sr122_Clarification_regarding_function_of_ScoGeM_vis-a-vis_Rule_149_of_GFR.pdf,https://doe.gov.in/orders-circulars/459?page=12
Current,Procurement Policy/O.M,123,F.6/18/2019-PPD,Procurement of Goods/ Services through Government e-Marketplace,23/01/2020,Download,203.25 KB,https://doe.gov.in/files/circulars_document/Procurement_of_Goods_Services_through_Government_e-Marketplace.pdf,pdfs/Current_sr123_Procurement_of_Goods_Services_through_Government_e-Marketplace.pdf,https://doe.gov.in/orders-circulars/459?page=12
Current,Procurement Policy/O.M,124,F.6/18/2019-PPD,Procedures for payments for Goods-Services to sellers- service providers in GeM through PFMS and by non-PFMS Agencies-Entities,23/01/2020,Download,992.7 KB,https://doe.gov.in/files/circulars_document/Procedures_Goods_Services_GeM.pdf,pdfs/Current_sr124_Procedures_Goods_Services_GeM.pdf,https://doe.gov.in/orders-circulars/459?page=12
Current,Procurement Policy/O.M,125,F.13/10/2019-PPD,Training programs on Public Procurement for Government Officers at National Institute of Financial Management Faridabad,01/01/2020,Download,272.59 KB,https://doe.gov.in/files/circulars_document/Training_programs_on_NIFM_Faridabad_0.pdf,pdfs/Current_sr125_Training_programs_on_NIFM_Faridabad_0.pdf,https://doe.gov.in/orders-circulars/459?page=12
Current,Procurement Policy/O.M,126,F.1/11/2019-PPD,"Seeking preliminary inputs from stakeholders for the development of Modular and customisable Standard Bidding Documents for procurement of Goods, Works & Services-Reg",30/09/2019,Download,662.86 KB,https://doe.gov.in/files/circulars_document/Seeking_preliminary_inputs_from_stakeholder.pdf,pdfs/Current_sr126_Seeking_preliminary_inputs_from_stakeholder.pdf,https://doe.gov.in/orders-circulars/459?page=12
Current,Procurement Policy/O.M,127,F.17/6/2020-PPD(pt),Revision of Manual for Procurement of Works 2019,04/07/2019,Download,4.28 MB,https://doe.gov.in/files/circulars_document/Revision_of_Manual_for_Procurement_of_Works_2019.pdf,pdfs/Current_sr127_Revision_of_Manual_for_Procurement_of_Works_2019.pdf,https://doe.gov.in/orders-circulars/459?page=12
Current,Procurement Policy/O.M,128,F.1/26/2018-PPD,Amendments in General Financial Rules (GFR) 2017,02/04/2019,Download,624.72 KB,https://doe.gov.in/files/circulars_document/Amendments_in_GFR_2017.pdf,pdfs/Current_sr128_Amendments_in_GFR_2017.pdf,https://doe.gov.in/orders-circulars/459?page=12
Current,Procurement Policy/O.M,129,F.1/37/2018-PPD,Adoption of Principles of Life Cycle Cost (LCC) Analysis,02/01/2019,Download,44.25 KB,https://doe.gov.in/files/circulars_document/Adoption_of_Principles_of_LCC_Analysis.pdf,pdfs/Current_sr129_Adoption_of_Principles_of_LCC_Analysis.pdf,https://doe.gov.in/orders-circulars/459?page=12
Current,Procurement Policy/O.M,130,F.1/36/2018-PPD,"Manual for procurement of Goods, 2017 and Manual for Procurement of Consultancy other Services, 2017",28/12/2018,Download,324.34 KB,https://doe.gov.in/files/circulars_document/Manual_for_procurement_of_Goods_2017_0.pdf,pdfs/Current_sr130_Manual_for_procurement_of_Goods_2017_0.pdf,https://doe.gov.in/orders-circulars/459?page=12
Current,Procurement Policy/O.M,131,F.13/7/2018-PPD,"Training Programs on public procurement for government officers at National Institute of Financial Management (NIFM),Faridabad",06/12/2018,Download,259.67 KB,https://doe.gov.in/files/circulars_document/Training_Programs_at_NIFM_Faridabad.pdf,pdfs/Current_sr131_Training_Programs_at_NIFM_Faridabad.pdf,https://doe.gov.in/orders-circulars/459?page=13
Current,Procurement Policy/O.M,132,F.13/4/2017-PPD(pt),Government e-Marketplace (GeM)- on Boarding of Non- Public Financial Management System (PFMS) Entities (NAPE) on GeM Portal-Reg.,14/08/2018,Download,1.41 MB,https://doe.gov.in/files/circulars_document/GeM-on_Boarding.pdf,pdfs/Current_sr132_GeM-on_Boarding.pdf,https://doe.gov.in/orders-circulars/459?page=13
Current,Procurement Policy/O.M,133,F.18/22/2017-PPD,Task Force on Sustainable Public Procurement,07/05/2018,Download,738.92 KB,https://doe.gov.in/files/circulars_document/Task_Force_on_Sustainable_Public_Procurement.pdf,pdfs/Current_sr133_Task_Force_on_Sustainable_Public_Procurement.pdf,https://doe.gov.in/orders-circulars/459?page=13
Current,Procurement Policy/O.M,134,F.1/15/2018-PPD,"Public Procurement (Preference to Make in India) Order, 2017",24/04/2018,Download,524.73 KB,https://doe.gov.in/files/circulars_document/Public_Procurement_Preference_to_Make_in_India_order_2017.pdf,pdfs/Current_sr134_Public_Procurement_Preference_to_Make_in_India_order_2017.pdf,https://doe.gov.in/orders-circulars/459?page=13
Current,Procurement Policy/O.M,135,F.6/1/2018-PPD,Procurement through Government e-Marketplace (GeM),06/04/2018,Download,233.79 KB,https://doe.gov.in/files/circulars_document/Procurement_through_Govenment_e-Marketplace.pdf,pdfs/Current_sr135_Procurement_through_Govenment_e-Marketplace.pdf,https://doe.gov.in/orders-circulars/459?page=13
Current,Procurement Policy/O.M,136,F.19/6/2017-PPD,"Training Programs on Public Procurement for Govt. Officers at NIFM, Faridabad",27/03/2018,Download,712.43 KB,https://doe.gov.in/files/circulars_document/Training_Programs_at_NIFM.pdf,pdfs/Current_sr136_Training_Programs_at_NIFM.pdf,https://doe.gov.in/orders-circulars/459?page=13
Current,Procurement Policy/O.M,137,F.11/13/2017-PPD,Hospitality by suppliers / vendors to the Government Officials,24/10/2017,Download,191.89 KB,https://doe.gov.in/files/circulars_document/Hospitality_by_Suppliers_to_Government_Officials.pdf,pdfs/Current_sr137_Hospitality_by_Suppliers_to_Government_Officials.pdf,https://doe.gov.in/orders-circulars/459?page=13
Current,Procurement Policy/O.M,138,F.17/6/2014-PPD(pt.II),Clarification on Model Request for Qualification (RFQ) and Request for proposal (RFP) for Private Public Partnership (PPP),24/10/2017,Download,292.16 KB,https://doe.gov.in/files/circulars_document/Clarification_on_Model_RFQ.pdf,pdfs/Current_sr138_Clarification_on_Model_RFQ.pdf,https://doe.gov.in/orders-circulars/459?page=13
Current,Procurement Policy/O.M,139,F.19/6/2017-PPD,Training program on Advanced Public Procurement in NIFM Faridabad,29/09/2017,Download,1.96 MB,https://doe.gov.in/files/circulars_document/NIFM_Training_on_Advanced_Public_Procurement.pdf,pdfs/Current_sr139_NIFM_Training_on_Advanced_Public_Procurement.pdf,https://doe.gov.in/orders-circulars/459?page=13
Current,Procurement Policy/O.M,140,F.20/2/2014-PPD(pt),Relaxation of Norms for Statups Medium Enterprises in Public procurement regarding Prior Experience-Prior Turnover Criteria,27/07/2017,Download,6.94 MB,https://doe.gov.in/files/circulars_document/Relaxation_of_Norms_Startups_Medium_Enterprises_PublicProcurement.pdf,pdfs/Current_sr140_Relaxation_of_Norms_Startups_Medium_Enterprises_PublicProcurement.pdf,https://doe.gov.in/orders-circulars/459?page=13
